"gene_id","length"
"ENSG00000162931",7492
"ENSG00000162944",7579
"ENSG00000162946",26744
"ENSG00000162959",8843
"ENSG00000162961",3747
"ENSG00000162971",18662
"ENSG00000162972",3377
"ENSG00000162975",2288
"ENSG00000162976",6405
"ENSG00000162980",9013
"ENSG00000162981",12845
"ENSG00000162994",9785
"ENSG00000162997",3215
"ENSG00000162998",3162
"ENSG00000162999",6972
"ENSG00000163001",5553
"ENSG00000163002",8253
"ENSG00000163006",10262
"ENSG00000163012",2687
"ENSG00000163013",14774
"ENSG00000163016",2335
"ENSG00000163017",6259
"ENSG00000163026",6243
"ENSG00000163029",11534
"ENSG00000163040",8648
"ENSG00000163041",4448
"ENSG00000163050",16107
"ENSG00000163053",7969
"ENSG00000163060",4852
"ENSG00000163064",2906
"ENSG00000163067",9356
"ENSG00000163069",7222
"ENSG00000163071",10766
"ENSG00000163072",9312
"ENSG00000163082",3336
"ENSG00000163083",3204
"ENSG00000163092",19019
"ENSG00000163093",9039
"ENSG00000163104",13932
"ENSG00000163110",24856
"ENSG00000163113",12969
"ENSG00000163116",6027
"ENSG00000163125",18151
"ENSG00000163126",9377
"ENSG00000163131",6977
"ENSG00000163132",2448
"ENSG00000163138",18576
"ENSG00000163141",5651
"ENSG00000163145",11811
"ENSG00000163154",1178
"ENSG00000163155",3117
"ENSG00000163156",5716
"ENSG00000163159",7566
"ENSG00000163161",13801
"ENSG00000163162",6601
"ENSG00000163166",9912
"ENSG00000163170",5795
"ENSG00000163171",11918
"ENSG00000163191",1151
"ENSG00000163206",775
"ENSG00000163214",16551
"ENSG00000163219",14353
"ENSG00000163249",9274
"ENSG00000163251",6708
"ENSG00000163257",7684
"ENSG00000163281",11071
"ENSG00000163291",23350
"ENSG00000163293",8283
"ENSG00000163297",14516
"ENSG00000163312",8131
"ENSG00000163319",7091
"ENSG00000163320",12757
"ENSG00000163322",11483
"ENSG00000163328",11551
"ENSG00000163344",1280
"ENSG00000163346",7947
"ENSG00000163347",3913
"ENSG00000163348",5046
"ENSG00000163349",18660
"ENSG00000163352",1204
"ENSG00000163354",5833
"ENSG00000163357",4252
"ENSG00000163359",27832
"ENSG00000163364",2152
"ENSG00000163374",15519
"ENSG00000163376",7506
"ENSG00000163378",15048
"ENSG00000163380",5504
"ENSG00000163382",3453
"ENSG00000163386",22548
"ENSG00000163389",10668
"ENSG00000163393",5799
"ENSG00000163394",1720
"ENSG00000163395",26741
"ENSG00000163399",9375
"ENSG00000163406",8376
"ENSG00000163412",19983
"ENSG00000163428",7903
"ENSG00000163430",11400
"ENSG00000163431",3970
"ENSG00000163444",5727
"ENSG00000163449",10701
"ENSG00000163453",3602
"ENSG00000163462",13889
"ENSG00000163463",5682
"ENSG00000163466",12118
"ENSG00000163467",2377
"ENSG00000163468",9854
"ENSG00000163472",7825
"ENSG00000163479",16139
"ENSG00000163481",5562
"ENSG00000163482",15360
"ENSG00000163485",11302
"ENSG00000163486",17426
"ENSG00000163491",14522
"ENSG00000163492",22798
"ENSG00000163507",9700
"ENSG00000163508",8047
"ENSG00000163510",4304
"ENSG00000163512",13434
"ENSG00000163513",7796
"ENSG00000163516",20200
"ENSG00000163517",14327
"ENSG00000163520",8880
"ENSG00000163521",10568
"ENSG00000163527",8796
"ENSG00000163528",3490
"ENSG00000163531",53056
"ENSG00000163535",7105
"ENSG00000163536",4622
"ENSG00000163539",33692
"ENSG00000163541",6854
"ENSG00000163545",3405
"ENSG00000163554",13036
"ENSG00000163558",10453
"ENSG00000163564",5225
"ENSG00000163565",12615
"ENSG00000163576",8237
"ENSG00000163577",6886
"ENSG00000163584",4563
"ENSG00000163590",17823
"ENSG00000163596",15253
"ENSG00000163597",12840
"ENSG00000163602",7512
"ENSG00000163605",10426
"ENSG00000163606",7027
"ENSG00000163607",6694
"ENSG00000163608",24857
"ENSG00000163611",10907
"ENSG00000163612",987
"ENSG00000163617",11037
"ENSG00000163618",24900
"ENSG00000163623",3259
"ENSG00000163624",5024
"ENSG00000163625",26511
"ENSG00000163626",7844
"ENSG00000163629",12569
"ENSG00000163631",9432
"ENSG00000163632",2028
"ENSG00000163633",9628
"ENSG00000163634",3568
"ENSG00000163635",20501
"ENSG00000163636",13070
"ENSG00000163637",11606
"ENSG00000163638",20569
"ENSG00000163644",18563
"ENSG00000163645",4122
"ENSG00000163655",9689
"ENSG00000163659",10363
"ENSG00000163660",26853
"ENSG00000163661",1940
"ENSG00000163666",2025
"ENSG00000163681",30134
"ENSG00000163682",6483
"ENSG00000163683",9384
"ENSG00000163684",18952
"ENSG00000163686",5836
"ENSG00000163689",15506
"ENSG00000163694",22754
"ENSG00000163697",32942
"ENSG00000163701",14189
"ENSG00000163702",20300
"ENSG00000163703",9458
"ENSG00000163704",6304
"ENSG00000163710",7642
"ENSG00000163714",24397
"ENSG00000163719",13517
"ENSG00000163728",19102
"ENSG00000163734",4130
"ENSG00000163735",2538
"ENSG00000163738",17818
"ENSG00000163739",1671
"ENSG00000163743",16306
"ENSG00000163746",3343
"ENSG00000163749",8568
"ENSG00000163754",8020
"ENSG00000163755",10985
"ENSG00000163781",10697
"ENSG00000163785",12729
"ENSG00000163788",15911
"ENSG00000163794",795
"ENSG00000163795",4704
"ENSG00000163798",6083
"ENSG00000163803",15923
"ENSG00000163806",6339
"ENSG00000163807",5627
"ENSG00000163808",11799
"ENSG00000163810",6870
"ENSG00000163811",5314
"ENSG00000163812",13423
"ENSG00000163814",7195
"ENSG00000163815",2396
"ENSG00000163818",14133
"ENSG00000163820",13884
"ENSG00000163823",2731
"ENSG00000163827",6990
"ENSG00000163832",7930
"ENSG00000163840",6125
"ENSG00000163848",21136
"ENSG00000163864",12945
"ENSG00000163866",11388
"ENSG00000163867",18168
"ENSG00000163870",9655
"ENSG00000163872",14279
"ENSG00000163874",3672
"ENSG00000163875",8314
"ENSG00000163877",5692
"ENSG00000163879",8856
"ENSG00000163882",10234
"ENSG00000163884",3121
"ENSG00000163885",5146
"ENSG00000163888",1362
"ENSG00000163898",6195
"ENSG00000163900",11228
"ENSG00000163902",6765
"ENSG00000163904",13526
"ENSG00000163909",4516
"ENSG00000163913",19816
"ENSG00000163915",4542
"ENSG00000163918",6714
"ENSG00000163923",1332
"ENSG00000163930",12458
"ENSG00000163931",20288
"ENSG00000163932",4761
"ENSG00000163933",6684
"ENSG00000163935",8834
"ENSG00000163938",7333
"ENSG00000163939",17097
"ENSG00000163945",13538
"ENSG00000163946",19061
"ENSG00000163947",14487
"ENSG00000163950",4549
"ENSG00000163956",10566
"ENSG00000163959",10008
"ENSG00000163960",15981
"ENSG00000163961",7549
"ENSG00000163964",11227
"ENSG00000163975",9577
"ENSG00000163982",1864
"ENSG00000163995",19799
"ENSG00000164002",10714
"ENSG00000164008",5763
"ENSG00000164010",13102
"ENSG00000164011",7942
"ENSG00000164022",6209
"ENSG00000164023",9991
"ENSG00000164024",8939
"ENSG00000164031",23162
"ENSG00000164032",6795
"ENSG00000164037",6224
"ENSG00000164038",10077
"ENSG00000164039",6735
"ENSG00000164040",10190
"ENSG00000164045",5488
"ENSG00000164048",14531
"ENSG00000164049",5615
"ENSG00000164050",22472
"ENSG00000164051",5469
"ENSG00000164053",6508
"ENSG00000164054",20173
"ENSG00000164056",7927
"ENSG00000164061",16817
"ENSG00000164062",10668
"ENSG00000164066",20927
"ENSG00000164068",16529
"ENSG00000164070",13472
"ENSG00000164073",10267
"ENSG00000164074",10193
"ENSG00000164077",9106
"ENSG00000164078",13917
"ENSG00000164080",19392
"ENSG00000164081",12018
"ENSG00000164082",14302
"ENSG00000164086",9195
"ENSG00000164087",3844
"ENSG00000164088",10108
"ENSG00000164091",9405
"ENSG00000164093",12898
"ENSG00000164096",2994
"ENSG00000164099",6755
"ENSG00000164100",8415
"ENSG00000164104",4900
"ENSG00000164105",1518
"ENSG00000164106",5806
"ENSG00000164107",4859
"ENSG00000164109",7949
"ENSG00000164111",7208
"ENSG00000164112",7333
"ENSG00000164114",11384
"ENSG00000164116",18149
"ENSG00000164117",5057
"ENSG00000164118",14334
"ENSG00000164122",4700
"ENSG00000164124",18025
"ENSG00000164125",16844
"ENSG00000164134",15718
"ENSG00000164136",11469
"ENSG00000164142",6911
"ENSG00000164144",10743
"ENSG00000164151",9555
"ENSG00000164161",15093
"ENSG00000164162",7468
"ENSG00000164163",9899
"ENSG00000164164",13757
"ENSG00000164167",4152
"ENSG00000164168",6177
"ENSG00000164169",8003
"ENSG00000164171",12684
"ENSG00000164172",11445
"ENSG00000164175",6394
"ENSG00000164176",9686
"ENSG00000164180",20071
"ENSG00000164181",12487
"ENSG00000164182",2361
"ENSG00000164185",3483
"ENSG00000164187",8973
"ENSG00000164188",4790
"ENSG00000164190",19483
"ENSG00000164197",5632
"ENSG00000164199",28137
"ENSG00000164209",16004
"ENSG00000164211",14625
"ENSG00000164219",4578
"ENSG00000164220",4816
"ENSG00000164221",6953
"ENSG00000164236",3029
"ENSG00000164237",5302
"ENSG00000164241",10915
"ENSG00000164244",12979
"ENSG00000164251",3521
"ENSG00000164252",6722
"ENSG00000164253",16173
"ENSG00000164258",2900
"ENSG00000164283",4814
"ENSG00000164284",9255
"ENSG00000164291",7058
"ENSG00000164292",14228
"ENSG00000164294",10495
"ENSG00000164296",7092
"ENSG00000164300",6343
"ENSG00000164303",5561
"ENSG00000164305",5566
"ENSG00000164306",7924
"ENSG00000164307",11154
"ENSG00000164308",11596
"ENSG00000164309",17914
"ENSG00000164318",11621
"ENSG00000164323",7860
"ENSG00000164327",24753
"ENSG00000164329",11908
"ENSG00000164330",13660
"ENSG00000164331",5954
"ENSG00000164332",4367
"ENSG00000164338",7794
"ENSG00000164342",12411
"ENSG00000164344",6879
"ENSG00000164346",2915
"ENSG00000164347",8696
"ENSG00000164366",9918
"ENSG00000164379",2318
"ENSG00000164385",2434
"ENSG00000164398",24761
"ENSG00000164400",783
"ENSG00000164402",15626
"ENSG00000164403",9409
"ENSG00000164404",5767
"ENSG00000164405",3328
"ENSG00000164406",3599
"ENSG00000164414",5106
"ENSG00000164418",11968
"ENSG00000164430",5400
"ENSG00000164434",2939
"ENSG00000164440",5031
"ENSG00000164442",3780
"ENSG00000164463",23055
"ENSG00000164465",10943
"ENSG00000164466",10508
"ENSG00000164483",11220
"ENSG00000164484",10346
"ENSG00000164494",5450
"ENSG00000164506",8290
"ENSG00000164509",7024
"ENSG00000164512",5389
"ENSG00000164520",5236
"ENSG00000164530",2656
"ENSG00000164535",12554
"ENSG00000164542",19659
"ENSG00000164543",6324
"ENSG00000164548",8637
"ENSG00000164574",24534
"ENSG00000164576",9582
"ENSG00000164587",6196
"ENSG00000164591",10424
"ENSG00000164597",12651
"ENSG00000164603",5352
"ENSG00000164604",19744
"ENSG00000164609",7534
"ENSG00000164610",2502
"ENSG00000164611",4089
"ENSG00000164615",3113
"ENSG00000164619",9462
"ENSG00000164620",10485
"ENSG00000164621",1816
"ENSG00000164627",15980
"ENSG00000164631",12387
"ENSG00000164638",8620
"ENSG00000164647",2909
"ENSG00000164649",10583
"ENSG00000164654",13107
"ENSG00000164659",18543
"ENSG00000164663",15653
"ENSG00000164669",4835
"ENSG00000164674",3880
"ENSG00000164675",10135
"ENSG00000164683",9637
"ENSG00000164684",16214
"ENSG00000164687",2806
"ENSG00000164691",6891
"ENSG00000164692",17642
"ENSG00000164694",8299
"ENSG00000164707",13656
"ENSG00000164713",4278
"ENSG00000164715",9486
"ENSG00000164733",20966
"ENSG00000164741",19086
"ENSG00000164742",14143
"ENSG00000164743",1445
"ENSG00000164744",5770
"ENSG00000164746",6744
"ENSG00000164751",9056
"ENSG00000164754",10423
"ENSG00000164758",2431
"ENSG00000164761",4025
"ENSG00000164764",5773
"ENSG00000164776",4541
"ENSG00000164808",19170
"ENSG00000164815",7335
"ENSG00000164818",9563
"ENSG00000164823",8371
"ENSG00000164828",29295
"ENSG00000164830",23278
"ENSG00000164841",2996
"ENSG00000164845",1664
"ENSG00000164849",6277
"ENSG00000164850",8064
"ENSG00000164855",17495
"ENSG00000164867",10093
"ENSG00000164877",20071
"ENSG00000164880",14374
"ENSG00000164885",4023
"ENSG00000164889",14566
"ENSG00000164896",18629
"ENSG00000164897",5285
"ENSG00000164898",2538
"ENSG00000164902",7507
"ENSG00000164904",12202
"ENSG00000164916",14538
"ENSG00000164919",4551
"ENSG00000164920",8443
"ENSG00000164924",21790
"ENSG00000164929",9177
"ENSG00000164930",14245
"ENSG00000164932",3161
"ENSG00000164933",9046
"ENSG00000164934",11184
"ENSG00000164938",11236
"ENSG00000164941",15347
"ENSG00000164944",17739
"ENSG00000164946",16523
"ENSG00000164949",5630
"ENSG00000164951",16873
"ENSG00000164953",16681
"ENSG00000164961",7847
"ENSG00000164967",1133
"ENSG00000164970",13750
"ENSG00000164972",2749
"ENSG00000164975",10087
"ENSG00000164976",6878
"ENSG00000164978",1115
"ENSG00000164983",3228
"ENSG00000164985",10724
"ENSG00000164989",18000
"ENSG00000165006",6018
"ENSG00000165023",4385
"ENSG00000165028",3141
"ENSG00000165029",12628
"ENSG00000165030",2085
"ENSG00000165046",11958
"ENSG00000165055",10012
"ENSG00000165060",4872
"ENSG00000165071",6544
"ENSG00000165072",4101
"ENSG00000165078",5168
"ENSG00000165084",13569
"ENSG00000165091",6459
"ENSG00000165092",4204
"ENSG00000165097",5342
"ENSG00000165102",18642
"ENSG00000165105",7341
"ENSG00000165113",5105
"ENSG00000165115",5614
"ENSG00000165118",4674
"ENSG00000165119",11728
"ENSG00000165121",1656
"ENSG00000165124",23223
"ENSG00000165125",18641
"ENSG00000165138",18785
"ENSG00000165152",5949
"ENSG00000165156",11227
"ENSG00000165169",3368
"ENSG00000165171",2020
"ENSG00000165175",6327
"ENSG00000165178",4544
"ENSG00000165181",7383
"ENSG00000165185",14221
"ENSG00000165188",7888
"ENSG00000165194",17632
"ENSG00000165195",10406
"ENSG00000165197",2637
"ENSG00000165202",1079
"ENSG00000165209",13670
"ENSG00000165219",25544
"ENSG00000165233",8451
"ENSG00000165240",8622
"ENSG00000165244",3646
"ENSG00000165246",22249
"ENSG00000165259",14922
"ENSG00000165264",1939
"ENSG00000165269",6509
"ENSG00000165271",10140
"ENSG00000165272",7998
"ENSG00000165275",7208
"ENSG00000165280",9956
"ENSG00000165282",19485
"ENSG00000165283",2693
"ENSG00000165288",16886
"ENSG00000165300",6880
"ENSG00000165304",7317
"ENSG00000165312",3111
"ENSG00000165322",16604
"ENSG00000165323",35708
"ENSG00000165338",16927
"ENSG00000165349",3112
"ENSG00000165355",4792
"ENSG00000165359",12439
"ENSG00000165376",6219
"ENSG00000165379",7704
"ENSG00000165383",2625
"ENSG00000165388",13763
"ENSG00000165389",2777
"ENSG00000165390",9572
"ENSG00000165392",9335
"ENSG00000165406",12763
"ENSG00000165409",8374
"ENSG00000165410",6533
"ENSG00000165416",18864
"ENSG00000165417",8783
"ENSG00000165424",5839
"ENSG00000165434",8515
"ENSG00000165449",4699
"ENSG00000165458",13206
"ENSG00000165475",2969
"ENSG00000165476",9802
"ENSG00000165480",9240
"ENSG00000165487",7128
"ENSG00000165490",16620
"ENSG00000165494",11668
"ENSG00000165495",13245
"ENSG00000165501",5967
"ENSG00000165502",746
"ENSG00000165506",2963
"ENSG00000165507",3601
"ENSG00000165509",6302
"ENSG00000165511",3078
"ENSG00000165512",2551
"ENSG00000165516",8393
"ENSG00000165521",20538
"ENSG00000165525",19106
"ENSG00000165526",9546
"ENSG00000165527",1583
"ENSG00000165533",10719
"ENSG00000165555",4617
"ENSG00000165568",5863
"ENSG00000165572",7450
"ENSG00000165591",2890
"ENSG00000165609",7492
"ENSG00000165617",11603
"ENSG00000165626",16372
"ENSG00000165629",5175
"ENSG00000165630",2348
"ENSG00000165632",4872
"ENSG00000165633",8740
"ENSG00000165637",7792
"ENSG00000165644",4400
"ENSG00000165646",7849
"ENSG00000165650",8587
"ENSG00000165655",5709
"ENSG00000165659",6996
"ENSG00000165660",2992
"ENSG00000165661",4736
"ENSG00000165669",10354
"ENSG00000165671",27905
"ENSG00000165672",5363
"ENSG00000165675",7358
"ENSG00000165678",2128
"ENSG00000165684",5010
"ENSG00000165685",8072
"ENSG00000165688",7546
"ENSG00000165689",8042
"ENSG00000165695",5347
"ENSG00000165698",3046
"ENSG00000165699",17315
"ENSG00000165704",2332
"ENSG00000165714",3275
"ENSG00000165716",2812
"ENSG00000165724",2634
"ENSG00000165730",5959
"ENSG00000165731",7791
"ENSG00000165732",4711
"ENSG00000165733",7753
"ENSG00000165752",6501
"ENSG00000165757",10539
"ENSG00000165775",13133
"ENSG00000165782",8862
"ENSG00000165792",14800
"ENSG00000165794",3070
"ENSG00000165795",30191
"ENSG00000165799",2420
"ENSG00000165801",18226
"ENSG00000165802",11226
"ENSG00000165804",10577
"ENSG00000165806",7704
"ENSG00000165807",5577
"ENSG00000165813",10928
"ENSG00000165816",6795
"ENSG00000165819",12505
"ENSG00000165821",12369
"ENSG00000165828",1769
"ENSG00000165832",3987
"ENSG00000165837",4862
"ENSG00000165861",8711
"ENSG00000165868",7350
"ENSG00000165874",4655
"ENSG00000165879",3284
"ENSG00000165886",1706
"ENSG00000165887",2267
"ENSG00000165891",11925
"ENSG00000165895",10442
"ENSG00000165898",4685
"ENSG00000165899",13012
"ENSG00000165912",6593
"ENSG00000165914",11846
"ENSG00000165915",10384
"ENSG00000165916",5072
"ENSG00000165917",4490
"ENSG00000165923",12806
"ENSG00000165929",12889
"ENSG00000165934",6839
"ENSG00000165935",3101
"ENSG00000165943",4970
"ENSG00000165948",5362
"ENSG00000165949",7696
"ENSG00000165959",20276
"ENSG00000165966",11288
"ENSG00000165972",7425
"ENSG00000165983",7624
"ENSG00000165985",2493
"ENSG00000165995",11868
"ENSG00000165996",3491
"ENSG00000165997",7196
"ENSG00000166002",2975
"ENSG00000166004",18328
"ENSG00000166012",21594
"ENSG00000166016",6023
"ENSG00000166024",7036
"ENSG00000166025",17215
"ENSG00000166033",2837
"ENSG00000166035",6909
"ENSG00000166037",15190
"ENSG00000166046",8416
"ENSG00000166068",9268
"ENSG00000166073",9922
"ENSG00000166086",12205
"ENSG00000166091",6273
"ENSG00000166106",5669
"ENSG00000166123",12469
"ENSG00000166126",7433
"ENSG00000166128",7508
"ENSG00000166130",7452
"ENSG00000166133",3136
"ENSG00000166135",15657
"ENSG00000166136",5433
"ENSG00000166140",12336
"ENSG00000166145",9709
"ENSG00000166147",23317
"ENSG00000166153",5142
"ENSG00000166157",6706
"ENSG00000166164",10445
"ENSG00000166165",11124
"ENSG00000166166",3265
"ENSG00000166167",12675
"ENSG00000166169",14506
"ENSG00000166170",12553
"ENSG00000166171",4365
"ENSG00000166173",4597
"ENSG00000166181",8798
"ENSG00000166188",4738
"ENSG00000166189",2646
"ENSG00000166192",6389
"ENSG00000166197",12593
"ENSG00000166199",7533
"ENSG00000166200",7527
"ENSG00000166206",20500
"ENSG00000166224",6903
"ENSG00000166225",15652
"ENSG00000166226",8656
"ENSG00000166228",2046
"ENSG00000166233",13959
"ENSG00000166246",7875
"ENSG00000166250",4284
"ENSG00000166257",13326
"ENSG00000166260",11526
"ENSG00000166261",9509
"ENSG00000166262",10723
"ENSG00000166263",11368
"ENSG00000166265",4367
"ENSG00000166266",10094
"ENSG00000166272",7924
"ENSG00000166275",3544
"ENSG00000166278",12807
"ENSG00000166289",4691
"ENSG00000166292",5842
"ENSG00000166295",5682
"ENSG00000166311",12510
"ENSG00000166313",13408
"ENSG00000166317",5594
"ENSG00000166321",5561
"ENSG00000166323",4392
"ENSG00000166326",3819
"ENSG00000166333",10931
"ENSG00000166337",7993
"ENSG00000166340",12648
"ENSG00000166341",10763
"ENSG00000166342",9232
"ENSG00000166343",4459
"ENSG00000166347",9141
"ENSG00000166348",26118
"ENSG00000166349",10655
"ENSG00000166352",4206
"ENSG00000166359",3149
"ENSG00000166377",27934
"ENSG00000166387",18213
"ENSG00000166394",15011
"ENSG00000166396",5422
"ENSG00000166398",10676
"ENSG00000166401",9008
"ENSG00000166402",7500
"ENSG00000166405",25309
"ENSG00000166411",18129
"ENSG00000166428",5083
"ENSG00000166432",14612
"ENSG00000166435",22749
"ENSG00000166436",25448
"ENSG00000166439",8163
"ENSG00000166441",10029
"ENSG00000166444",32881
"ENSG00000166446",10187
"ENSG00000166448",12453
"ENSG00000166450",15080
"ENSG00000166451",6274
"ENSG00000166452",6457
"ENSG00000166454",18104
"ENSG00000166455",4158
"ENSG00000166471",10355
"ENSG00000166473",28041
"ENSG00000166477",3146
"ENSG00000166478",8670
"ENSG00000166479",11117
"ENSG00000166482",3721
"ENSG00000166483",12709
"ENSG00000166484",18508
"ENSG00000166492",971
"ENSG00000166503",4667
"ENSG00000166507",7782
"ENSG00000166508",11780
"ENSG00000166510",9871
"ENSG00000166526",15788
"ENSG00000166529",4849
"ENSG00000166532",17996
"ENSG00000166535",9257
"ENSG00000166546",12206
"ENSG00000166548",20432
"ENSG00000166557",5268
"ENSG00000166562",6312
"ENSG00000166575",11561
"ENSG00000166578",3994
"ENSG00000166579",16244
"ENSG00000166582",4731
"ENSG00000166592",4192
"ENSG00000166595",3280
"ENSG00000166596",7868
"ENSG00000166598",9429
"ENSG00000166619",9985
"ENSG00000166664",6710
"ENSG00000166667",4070
"ENSG00000166669",19584
"ENSG00000166670",1806
"ENSG00000166676",12647
"ENSG00000166681",4197
"ENSG00000166682",6926
"ENSG00000166685",7944
"ENSG00000166689",22541
"ENSG00000166704",16044
"ENSG00000166707",5164
"ENSG00000166710",8579
"ENSG00000166716",16149
"ENSG00000166734",15619
"ENSG00000166741",5848
"ENSG00000166747",24303
"ENSG00000166750",13178
"ENSG00000166762",14211
"ENSG00000166763",5328
"ENSG00000166770",7389
"ENSG00000166780",8961
"ENSG00000166783",29407
"ENSG00000166788",7729
"ENSG00000166793",11646
"ENSG00000166794",2670
"ENSG00000166796",4387
"ENSG00000166797",4613
"ENSG00000166800",3534
"ENSG00000166801",17424
"ENSG00000166803",6220
"ENSG00000166813",6048
"ENSG00000166816",4457
"ENSG00000166819",6302
"ENSG00000166821",5566
"ENSG00000166822",14102
"ENSG00000166823",2820
"ENSG00000166825",8455
"ENSG00000166831",3535
"ENSG00000166833",19817
"ENSG00000166839",12657
"ENSG00000166840",12957
"ENSG00000166845",9542
"ENSG00000166847",9848
"ENSG00000166848",4023
"ENSG00000166851",10099
"ENSG00000166855",9363
"ENSG00000166860",6170
"ENSG00000166863",2702
"ENSG00000166866",7564
"ENSG00000166881",11721
"ENSG00000166886",7276
"ENSG00000166887",14806
"ENSG00000166888",18888
"ENSG00000166889",4512
"ENSG00000166896",2801
"ENSG00000166897",9574
"ENSG00000166900",14301
"ENSG00000166902",3235
"ENSG00000166908",7901
"ENSG00000166912",22617
"ENSG00000166913",6139
"ENSG00000166920",2297
"ENSG00000166922",5213
"ENSG00000166923",10307
"ENSG00000166924",6082
"ENSG00000166925",8009
"ENSG00000166938",13968
"ENSG00000166946",14523
"ENSG00000166947",8814
"ENSG00000166949",13855
"ENSG00000166960",9116
"ENSG00000166963",19358
"ENSG00000166965",11776
"ENSG00000166971",10260
"ENSG00000166974",10825
"ENSG00000166979",10105
"ENSG00000166986",18971
"ENSG00000166987",10481
"ENSG00000166997",4367
"ENSG00000167004",7732
"ENSG00000167005",6541
"ENSG00000167034",3984
"ENSG00000167046",1933
"ENSG00000167065",13115
"ENSG00000167074",8474
"ENSG00000167077",13688
"ENSG00000167080",2663
"ENSG00000167081",11838
"ENSG00000167083",3337
"ENSG00000167085",6667
"ENSG00000167088",2807
"ENSG00000167094",11552
"ENSG00000167100",14929
"ENSG00000167103",8121
"ENSG00000167105",3623
"ENSG00000167106",14914
"ENSG00000167107",13843
"ENSG00000167110",10341
"ENSG00000167112",4447
"ENSG00000167113",6979
"ENSG00000167114",4273
"ENSG00000167118",7858
"ENSG00000167123",10729
"ENSG00000167130",6811
"ENSG00000167136",1172
"ENSG00000167157",1233
"ENSG00000167173",13468
"ENSG00000167178",25598
"ENSG00000167182",3112
"ENSG00000167183",1519
"ENSG00000167186",8967
"ENSG00000167191",15022
"ENSG00000167193",9776
"ENSG00000167195",2082
"ENSG00000167196",10363
"ENSG00000167202",20122
"ENSG00000167207",8753
"ENSG00000167216",5450
"ENSG00000167220",10371
"ENSG00000167232",17828
"ENSG00000167244",14869
"ENSG00000167257",8294
"ENSG00000167258",21102
"ENSG00000167261",7089
"ENSG00000167264",8664
"ENSG00000167272",5835
"ENSG00000167280",12892
"ENSG00000167281",13915
"ENSG00000167283",5828
"ENSG00000167291",21666
"ENSG00000167302",14014
"ENSG00000167306",12596
"ENSG00000167311",4369
"ENSG00000167315",6245
"ENSG00000167323",12379
"ENSG00000167325",12388
"ENSG00000167332",3363
"ENSG00000167333",9476
"ENSG00000167363",5404
"ENSG00000167371",7735
"ENSG00000167377",25473
"ENSG00000167378",16552
"ENSG00000167380",14848
"ENSG00000167383",14918
"ENSG00000167384",13199
"ENSG00000167393",13101
"ENSG00000167394",11698
"ENSG00000167395",16669
"ENSG00000167397",5385
"ENSG00000167414",216
"ENSG00000167419",14345
"ENSG00000167447",10119
"ENSG00000167460",12201
"ENSG00000167461",7309
"ENSG00000167468",4453
"ENSG00000167470",7996
"ENSG00000167476",2977
"ENSG00000167483",11729
"ENSG00000167487",5533
"ENSG00000167491",18500
"ENSG00000167508",10685
"ENSG00000167513",4292
"ENSG00000167515",12532
"ENSG00000167522",27377
"ENSG00000167523",12944
"ENSG00000167524",8824
"ENSG00000167525",9923
"ENSG00000167526",13457
"ENSG00000167528",13325
"ENSG00000167535",17178
"ENSG00000167536",4958
"ENSG00000167543",8245
"ENSG00000167548",22544
"ENSG00000167549",18901
"ENSG00000167550",3208
"ENSG00000167552",8721
"ENSG00000167553",8551
"ENSG00000167554",9052
"ENSG00000167555",17665
"ENSG00000167562",11680
"ENSG00000167565",3686
"ENSG00000167566",13621
"ENSG00000167578",6269
"ENSG00000167588",6377
"ENSG00000167595",15909
"ENSG00000167600",6413
"ENSG00000167601",8670
"ENSG00000167604",7886
"ENSG00000167608",9403
"ENSG00000167612",11939
"ENSG00000167614",13752
"ENSG00000167615",12843
"ENSG00000167617",1152
"ENSG00000167619",3851
"ENSG00000167625",4505
"ENSG00000167632",40749
"ENSG00000167635",8559
"ENSG00000167637",7588
"ENSG00000167641",2361
"ENSG00000167642",10340
"ENSG00000167645",9222
"ENSG00000167646",9688
"ENSG00000167653",3157
"ENSG00000167657",7133
"ENSG00000167658",5797
"ENSG00000167670",6858
"ENSG00000167671",12290
"ENSG00000167674",8826
"ENSG00000167676",6341
"ENSG00000167680",7067
"ENSG00000167685",13180
"ENSG00000167693",9652
"ENSG00000167695",9204
"ENSG00000167699",12752
"ENSG00000167700",4491
"ENSG00000167701",6158
"ENSG00000167702",8445
"ENSG00000167703",16836
"ENSG00000167705",3672
"ENSG00000167711",4311
"ENSG00000167716",20421
"ENSG00000167720",4959
"ENSG00000167721",7372
"ENSG00000167723",15733
"ENSG00000167733",13649
"ENSG00000167740",4841
"ENSG00000167747",11327
"ENSG00000167765",1698
"ENSG00000167766",22689
"ENSG00000167767",9811
"ENSG00000167769",1445
"ENSG00000167770",13466
"ENSG00000167771",3672
"ENSG00000167772",10536
"ENSG00000167775",4781
"ENSG00000167778",5996
"ENSG00000167779",3535
"ENSG00000167780",3187
"ENSG00000167785",11365
"ENSG00000167792",14487
"ENSG00000167797",5168
"ENSG00000167799",2869
"ENSG00000167815",5202
"ENSG00000167840",9978
"ENSG00000167842",6078
"ENSG00000167861",13710
"ENSG00000167862",2457
"ENSG00000167863",4139
"ENSG00000167874",1385
"ENSG00000167881",14346
"ENSG00000167889",13941
"ENSG00000167900",4804
"ENSG00000167904",13255
